"Region","TimePeriod","PopulationValue"
"Carpentaria",2015,2092
"Carpentaria",2016,2051
"Carpentaria",2017,2034
"Carpentaria",2018,2050
"Carpentaria",2019,2089
"Carpentaria",2020,2118
"Carpentaria",2021,2158
"Carpentaria",2022,2170
"Carpentaria",2023,2212
"Onkaparinga",2013,166244
"Onkaparinga",2014,167376
"Onkaparinga",2015,168433
"Onkaparinga",2016,169372
"Onkaparinga",2017,170482
"Onkaparinga",2018,171631
"Onkaparinga",2019,173141
"Onkaparinga",2020,174948
"Onkaparinga",2021,176595
"Onkaparinga",2022,178526
"Onkaparinga",2023,180865
"Kent",2013,547
"Kent",2014,556
"Kent",2015,559
"Kent",2016,568
"Kent",2017,554
"Kent",2018,538
"Kent",2019,523
"Kent",2020,511
"Kent",2021,506
"Kent",2022,510
"Kent",2023,524
"Gunnedah",2013,12481
"Gunnedah",2014,12468
"Gunnedah",2015,12447
"Gunnedah",2016,12491
"Gunnedah",2017,12662
"Gunnedah",2018,12799
"Gunnedah",2019,12921
"Gunnedah",2020,13024
"Gunnedah",2021,13088
"Gunnedah",2022,13143
"Gunnedah",2023,13280
"Yilgarn",2013,1539
"Yilgarn",2014,1426
"Yilgarn",2015,1314
"Yilgarn",2016,1213
"Yilgarn",2017,1209
"Yilgarn",2018,1204
"Yilgarn",2019,1206
"Yilgarn",2020,1208
"Yilgarn",2021,1205
"Yilgarn",2022,1198
"Yilgarn",2023,1198
"Dubbo Regional",2013,49757
"Dubbo Regional",2014,50322
"Dubbo Regional",2015,50847
"Dubbo Regional",2016,51404
"Dubbo Regional",2017,52490
"Dubbo Regional",2018,53575
"Dubbo Regional",2019,54358
"Dubbo Regional",2020,55010
"Dubbo Regional",2021,55528
"Dubbo Regional",2022,55893
"Dubbo Regional",2023,56558
"Tenterfield",2013,6834
"Tenterfield",2014,6769
"Tenterfield",2015,6713
"Tenterfield",2016,6697
"Tenterfield",2017,6728
"Tenterfield",2018,6767
"Tenterfield",2019,6794
"Tenterfield",2020,6779
"Tenterfield",2021,6800
"Tenterfield",2022,6878
"Tenterfield",2023,6973
"Moyne",2013,16431
"Moyne",2014,16512
"Moyne",2015,16591
"Moyne",2016,16737
"Moyne",2017,16779
"Moyne",2018,16897
"Moyne",2019,16997
"Moyne",2020,17091
"Moyne",2021,17296
"Moyne",2022,17478
"Moyne",2023,17610
"Stirling",2013,218043
"Stirling",2014,219372
"Stirling",2015,220152
"Stirling",2016,220073
"Stirling",2017,221986
"Stirling",2018,224316
"Stirling",2019,227540
"Stirling",2020,232404
"Stirling",2021,234322
"Stirling",2022,236262
"Stirling",2023,243871
"Gannawarra",2013,10526
"Gannawarra",2014,10534
"Gannawarra",2015,10536
"Gannawarra",2016,10567
"Gannawarra",2017,10602
"Gannawarra",2018,10601
"Gannawarra",2019,10562
"Gannawarra",2020,10575
"Gannawarra",2021,10615
"Gannawarra",2022,10534
"Gannawarra",2023,10420
"Mukinbudin",2013,545
"Mukinbudin",2014,549
"Mukinbudin",2015,551
"Mukinbudin",2016,553
"Mukinbudin",2017,558
"Mukinbudin",2018,563
"Mukinbudin",2019,575
"Mukinbudin",2020,580
"Mukinbudin",2021,593
"Mukinbudin",2022,587
"Mukinbudin",2023,600
"Ballarat",2013,98344
"Ballarat",2014,99914
"Ballarat",2015,101479
"Ballarat",2016,103500
"Ballarat",2017,105551
"Ballarat",2018,107608
"Ballarat",2019,109773
"Ballarat",2020,111645
"Ballarat",2021,113504
"Ballarat",2022,116011
"Ballarat",2023,118137
"Canada Bay",2013,85568
"Canada Bay",2014,88565
"Canada Bay",2015,90467
"Canada Bay",2016,92534
"Canada Bay",2017,92872
"Canada Bay",2018,92765
"Canada Bay",2019,92609
"Canada Bay",2020,91833
"Canada Bay",2021,89685
"Canada Bay",2022,89236
"Canada Bay",2023,91385
"Woorabinda",2013,986
"Woorabinda",2014,990
"Woorabinda",2015,989
"Woorabinda",2016,999
"Woorabinda",2017,997
"Woorabinda",2018,999
"Woorabinda",2019,1005
"Woorabinda",2020,1020
"Woorabinda",2021,1040
"Woorabinda",2022,1059
"Woorabinda",2023,1081
"Campbelltown (SA)",2013,50476
"Campbelltown (SA)",2014,50717
"Campbelltown (SA)",2015,50937
"Campbelltown (SA)",2016,51080
"Campbelltown (SA)",2017,51669
"Campbelltown (SA)",2018,52393
"Campbelltown (SA)",2019,53599
"Campbelltown (SA)",2020,54884
"Campbelltown (SA)",2021,55456
"Campbelltown (SA)",2022,56028
"Campbelltown (SA)",2023,57160
"Whittlesea",2013,179272
"Whittlesea",2014,187899
"Whittlesea",2015,196847
"Whittlesea",2016,207058
"Whittlesea",2017,214426
"Whittlesea",2018,220601
"Whittlesea",2019,226072
"Whittlesea",2020,231040
"Whittlesea",2021,231831
"Whittlesea",2022,237143
"Whittlesea",2023,245029
"Renmark Paringa",2013,9588
"Renmark Paringa",2014,9656
"Renmark Paringa",2015,9722
"Renmark Paringa",2016,9780
"Renmark Paringa",2017,9866
"Renmark Paringa",2018,9897
"Renmark Paringa",2019,9954
"Renmark Paringa",2020,9988
"Renmark Paringa",2021,10007
"Renmark Paringa",2022,10036
"Renmark Paringa",2023,10107
"Bassendean",2013,15828
"Bassendean",2014,16003
"Bassendean",2015,15842
"Bassendean",2016,15613
"Bassendean",2017,15721
"Bassendean",2018,15895
"Bassendean",2019,16089
"Bassendean",2020,16326
"Bassendean",2021,16500
"Bassendean",2022,16612
"Bassendean",2023,16914
"Cottesloe",2013,8409
"Cottesloe",2014,8370
"Cottesloe",2015,8267
"Cottesloe",2016,8109
"Cottesloe",2017,8144
"Cottesloe",2018,8170
"Cottesloe",2019,8225
"Cottesloe",2020,8345
"Cottesloe",2021,8245
"Cottesloe",2022,8322
"Cottesloe",2023,8695
"Manningham",2013,118357
"Manningham",2014,119437
"Manningham",2015,120785
"Manningham",2016,122570
"Manningham",2017,124126
"Manningham",2018,125091
"Manningham",2019,126873
"Manningham",2020,127987
"Manningham",2021,125821
"Manningham",2022,126570
"Manningham",2023,129514
"Yarra Ranges",2013,150902
"Yarra Ranges",2014,151968
"Yarra Ranges",2015,153391
"Yarra Ranges",2016,155226
"Yarra Ranges",2017,156696
"Yarra Ranges",2018,157819
"Yarra Ranges",2019,158745
"Yarra Ranges",2020,158876
"Yarra Ranges",2021,157421
"Yarra Ranges",2022,157467
"Yarra Ranges",2023,158694
"Streaky Bay",2013,2194
"Streaky Bay",2014,2180
"Streaky Bay",2015,2164
"Streaky Bay",2016,2168
"Streaky Bay",2017,2173
"Streaky Bay",2018,2183
"Streaky Bay",2019,2196
"Streaky Bay",2020,2219
"Streaky Bay",2021,2241
"Streaky Bay",2022,2257
"Streaky Bay",2023,2278
"Fremantle",2013,30156
"Fremantle",2014,30361
"Fremantle",2015,30405
"Fremantle",2016,30310
"Fremantle",2017,30842
"Fremantle",2018,31287
"Fremantle",2019,31782
"Fremantle",2020,32439
"Fremantle",2021,33112
"Fremantle",2022,33788
"Fremantle",2023,35157
"Shellharbour",2013,67701
"Shellharbour",2014,68658
"Shellharbour",2015,69474
"Shellharbour",2016,70391
"Shellharbour",2017,71303
"Shellharbour",2018,72318
"Shellharbour",2019,73370
"Shellharbour",2020,74941
"Shellharbour",2021,76492
"Shellharbour",2022,78330
"Shellharbour",2023,79738
"Gosnells",2013,119381
"Gosnells",2014,120756
"Gosnells",2015,121720
"Gosnells",2016,122011
"Gosnells",2017,123703
"Gosnells",2018,125087
"Gosnells",2019,127017
"Gosnells",2020,129685
"Gosnells",2021,131366
"Gosnells",2022,133064
"Gosnells",2023,137355
"Weipa",2013,3811
"Weipa",2014,3863
"Weipa",2015,3964
"Weipa",2016,4040
"Weipa",2017,4057
"Weipa",2018,4082
"Weipa",2019,4112
"Weipa",2020,4143
"Weipa",2021,4177
"Weipa",2022,4214
"Weipa",2023,4251
"Boddington",2013,2225
"Boddington",2014,2132
"Boddington",2015,2031
"Boddington",2016,1882
"Boddington",2017,1846
"Boddington",2018,1819
"Boddington",2019,1784
"Boddington",2020,1751
"Boddington",2021,1760
"Boddington",2022,1758
"Boddington",2023,1786
"Wollondilly",2013,46399
"Wollondilly",2014,47445
"Wollondilly",2015,48562
"Wollondilly",2016,49854
"Wollondilly",2017,50912
"Wollondilly",2018,51972
"Wollondilly",2019,52826
"Wollondilly",2020,53618
"Wollondilly",2021,54196
"Wollondilly",2022,55801
"Wollondilly",2023,57616
"Collie",2013,9464
"Collie",2014,9369
"Collie",2015,9132
"Collie",2016,8856
"Collie",2017,8882
"Collie",2018,8918
"Collie",2019,8939
"Collie",2020,8956
"Collie",2021,9086
"Collie",2022,9153
"Collie",2023,9295
"Walgett",2013,6595
"Walgett",2014,6512
"Walgett",2015,6419
"Walgett",2016,6317
"Walgett",2017,6167
"Walgett",2018,6004
"Walgett",2019,5869
"Walgett",2020,5701
"Walgett",2021,5588
"Walgett",2022,5515
"Walgett",2023,5519
"Cunderdin",2013,1392
"Cunderdin",2014,1411
"Cunderdin",2015,1433
"Cunderdin",2016,1469
"Cunderdin",2017,1444
"Cunderdin",2018,1413
"Cunderdin",2019,1384
"Cunderdin",2020,1358
"Cunderdin",2021,1341
"Cunderdin",2022,1345
"Cunderdin",2023,1322
"West Daly",2013,3568
"West Daly",2014,3587
"West Daly",2015,3598
"West Daly",2016,3601
"West Daly",2017,3536
"West Daly",2018,3476
"West Daly",2019,3427
"West Daly",2020,3422
"West Daly",2021,3422
"West Daly",2022,3434
"West Daly",2023,3426
"Coorong",2013,5602
"Coorong",2014,5572
"Coorong",2015,5545
"Coorong",2016,5525
"Coorong",2017,5525
"Coorong",2018,5531
"Coorong",2019,5542
"Coorong",2020,5565
"Coorong",2021,5599
"Coorong",2022,5574
"Coorong",2023,5612
"Narrogin",2013,5324
"Narrogin",2014,5339
"Narrogin",2015,5333
"Narrogin",2016,5235
"Narrogin",2017,5204
"Narrogin",2018,5058
"Narrogin",2019,5019
"Narrogin",2020,4987
"Narrogin",2021,4937
"Narrogin",2022,4959
"Narrogin",2023,4983
"Northam",2013,11472
"Northam",2014,11570
"Northam",2015,11420
"Northam",2016,11238
"Northam",2017,11372
"Northam",2018,11475
"Northam",2019,11483
"Northam",2020,11594
"Northam",2021,11804
"Northam",2022,11938
"Northam",2023,12193
"Unincorporated NSW",2013,1127
"Unincorporated NSW",2014,1134
"Unincorporated NSW",2015,1106
"Unincorporated NSW",2016,1112
"Unincorporated NSW",2017,1109
"Unincorporated NSW",2018,1115
"Unincorporated NSW",2019,1086
"Unincorporated NSW",2020,1055
"Unincorporated NSW",2021,1020
"Unincorporated NSW",2022,1000
"Unincorporated NSW",2023,1013
"Maitland",2013,73870
"Maitland",2014,75695
"Maitland",2015,77374
"Maitland",2016,79063
"Maitland",2017,81058
"Maitland",2018,83260
"Maitland",2019,85313
"Maitland",2020,87920
"Maitland",2021,90612
"Maitland",2022,93614
"Maitland",2023,95957
"Flinders (Qld)",2013,1754
"Flinders (Qld)",2014,1710
"Flinders (Qld)",2015,1643
"Flinders (Qld)",2016,1582
"Flinders (Qld)",2017,1520
"Flinders (Qld)",2018,1498
"Flinders (Qld)",2019,1506
"Flinders (Qld)",2020,1509
"Flinders (Qld)",2021,1521
"Flinders (Qld)",2022,1534
"Flinders (Qld)",2023,1544
"Benalla",2013,13878
"Benalla",2014,13898
"Benalla",2015,13923
"Benalla",2016,13982
"Benalla",2017,14049
"Benalla",2018,14158
"Benalla",2019,14237
"Benalla",2020,14382
"Benalla",2021,14436
"Benalla",2022,14463
"Benalla",2023,14529
"Port Phillip",2013,102156
"Port Phillip",2014,104451
"Port Phillip",2015,106381
"Port Phillip",2016,108627
"Port Phillip",2017,109523
"Port Phillip",2018,110733
"Port Phillip",2019,111782
"Port Phillip",2020,110574
"Port Phillip",2021,103438
"Port Phillip",2022,104096
"Port Phillip",2023,109515
"Scenic Rim",2013,38732
"Scenic Rim",2014,39882
"Scenic Rim",2015,40307
"Scenic Rim",2016,40984
"Scenic Rim",2017,41643
"Scenic Rim",2018,42371
"Scenic Rim",2019,42856
"Scenic Rim",2020,43255
"Scenic Rim",2021,43592
"Scenic Rim",2022,44331
"Scenic Rim",2023,45248
"Adelaide Plains",2013,8646
"Adelaide Plains",2014,8744
"Adelaide Plains",2015,8819
"Adelaide Plains",2016,8912
"Adelaide Plains",2017,9040
"Adelaide Plains",2018,9191
"Adelaide Plains",2019,9338
"Adelaide Plains",2020,9677
"Adelaide Plains",2021,9975
"Adelaide Plains",2022,10454
"Adelaide Plains",2023,10932
"Mount Remarkable",2013,2913
"Mount Remarkable",2014,2918
"Mount Remarkable",2015,2927
"Mount Remarkable",2016,2920
"Mount Remarkable",2017,2908
"Mount Remarkable",2018,2897
"Mount Remarkable",2019,2898
"Mount Remarkable",2020,2910
"Mount Remarkable",2021,2920
"Mount Remarkable",2022,2911
"Mount Remarkable",2023,2897
"Sunshine Coast",2013,281969
"Sunshine Coast",2014,288652
"Sunshine Coast",2015,295317
"Sunshine Coast",2016,302841
"Sunshine Coast",2017,311426
"Sunshine Coast",2018,320606
"Sunshine Coast",2019,329946
"Sunshine Coast",2020,338389
"Sunshine Coast",2021,346634
"Sunshine Coast",2022,355904
"Sunshine Coast",2023,365942
"Quilpie",2013,944
"Quilpie",2014,915
"Quilpie",2015,868
"Quilpie",2016,825
"Quilpie",2017,805
"Quilpie",2018,772
"Quilpie",2019,742
"Quilpie",2020,721
"Quilpie",2021,702
"Quilpie",2022,703
"Quilpie",2023,709
"Mapoon",2013,293
"Mapoon",2014,302
"Mapoon",2015,304
"Mapoon",2016,318
"Mapoon",2017,344
"Mapoon",2018,369
"Mapoon",2019,393
"Mapoon",2020,418
"Mapoon",2021,442
"Mapoon",2022,454
"Mapoon",2023,465
"Gwydir",2013,5218
"Gwydir",2014,5250
"Gwydir",2015,5302
"Gwydir",2016,5326
"Gwydir",2017,5244
"Gwydir",2018,5191
"Gwydir",2019,5124
"Gwydir",2020,5019
"Gwydir",2021,4912
"Gwydir",2022,4923
"Gwydir",2023,4940
"Bayside (Vic.)",2013,98252
"Bayside (Vic.)",2014,99797
"Bayside (Vic.)",2015,101268
"Bayside (Vic.)",2016,102912
"Bayside (Vic.)",2017,103665
"Bayside (Vic.)",2018,104623
"Bayside (Vic.)",2019,105128
"Bayside (Vic.)",2020,105018
"Bayside (Vic.)",2021,102328
"Bayside (Vic.)",2022,102241
"Bayside (Vic.)",2023,104272
"Maroondah",2013,109781
"Maroondah",2014,111421
"Maroondah",2015,113023
"Maroondah",2016,114800
"Maroondah",2017,116223
"Maroondah",2018,117125
"Maroondah",2019,117965
"Maroondah",2020,118295
"Maroondah",2021,116075
"Maroondah",2022,115759
"Maroondah",2023,117434
"Mornington",2013,1206
"Mornington",2014,1202
"Mornington",2015,1202
"Mornington",2016,1197
"Mornington",2017,1171
"Mornington",2018,1151
"Mornington",2019,1127
"Mornington",2020,1093
"Mornington",2021,1060
"Mornington",2022,1065
"Mornington",2023,1079
"Barossa",2013,23138
"Barossa",2014,23468
"Barossa",2015,23829
"Barossa",2016,24200
"Barossa",2017,24466
"Barossa",2018,24815
"Barossa",2019,25050
"Barossa",2020,25325
"Barossa",2021,25565
"Barossa",2022,25866
"Barossa",2023,26268
"Perenjori",2013,830
"Perenjori",2014,762
"Perenjori",2015,696
"Perenjori",2016,630
"Perenjori",2017,634
"Perenjori",2018,629
"Perenjori",2019,629
"Perenjori",2020,632
"Perenjori",2021,652
"Perenjori",2022,652
"Perenjori",2023,649
"West Arthur",2013,884
"West Arthur",2014,869
"West Arthur",2015,855
"West Arthur",2016,824
"West Arthur",2017,806
"West Arthur",2018,799
"West Arthur",2019,783
"West Arthur",2020,786
"West Arthur",2021,795
"West Arthur",2022,797
"West Arthur",2023,787
"Blackall Tambo",2013,2214
"Blackall Tambo",2014,2152
"Blackall Tambo",2015,2035
"Blackall Tambo",2016,1925
"Blackall Tambo",2017,1895
"Blackall Tambo",2018,1901
"Blackall Tambo",2019,1916
"Blackall Tambo",2020,1919
"Blackall Tambo",2021,1918
"Blackall Tambo",2022,1934
"Blackall Tambo",2023,1953
"Tiwi Islands",2013,3001
"Tiwi Islands",2014,2902
"Tiwi Islands",2015,2848
"Tiwi Islands",2016,2777
"Tiwi Islands",2017,2755
"Tiwi Islands",2018,2744
"Tiwi Islands",2019,2742
"Tiwi Islands",2020,2743
"Tiwi Islands",2021,2735
"Tiwi Islands",2022,2743
"Tiwi Islands",2023,2747
"Darebin",2013,147272
"Darebin",2014,149511
"Darebin",2015,151974
"Darebin",2016,155126
"Darebin",2017,156525
"Darebin",2018,157103
"Darebin",2019,157298
"Darebin",2020,157056
"Darebin",2021,150296
"Darebin",2022,150605
"Darebin",2023,155683
"East Fremantle",2013,7740
"East Fremantle",2014,7769
"East Fremantle",2015,7731
"East Fremantle",2016,7680
"East Fremantle",2017,7799
"East Fremantle",2018,7869
"East Fremantle",2019,7933
"East Fremantle",2020,8035
"East Fremantle",2021,8064
"East Fremantle",2022,8071
"East Fremantle",2023,8222
"Leonora",2013,2419
"Leonora",2014,2122
"Leonora",2015,1812
"Leonora",2016,1491
"Leonora",2017,1536
"Leonora",2018,1585
"Leonora",2019,1610
"Leonora",2020,1661
"Leonora",2021,1716
"Leonora",2022,1723
"Leonora",2023,1732
"Tammin",2013,415
"Tammin",2014,414
"Tammin",2015,412
"Tammin",2016,407
"Tammin",2017,408
"Tammin",2018,407
"Tammin",2019,402
"Tammin",2020,399
"Tammin",2021,401
"Tammin",2022,403
"Tammin",2023,404
"Bogan",2013,2926
"Bogan",2014,2894
"Bogan",2015,2846
"Bogan",2016,2764
"Bogan",2017,2708
"Bogan",2018,2648
"Bogan",2019,2602
"Bogan",2020,2514
"Bogan",2021,2480
"Bogan",2022,2454
"Bogan",2023,2420
"Flinders Ranges",2013,1717
"Flinders Ranges",2014,1710
"Flinders Ranges",2015,1703
"Flinders Ranges",2016,1693
"Flinders Ranges",2017,1681
"Flinders Ranges",2018,1683
"Flinders Ranges",2019,1681
"Flinders Ranges",2020,1673
"Flinders Ranges",2021,1686
"Flinders Ranges",2022,1682
"Flinders Ranges",2023,1673
"Huon Valley",2013,16111
"Huon Valley",2014,16243
"Huon Valley",2015,16361
"Huon Valley",2016,16563
"Huon Valley",2017,16937
"Huon Valley",2018,17380
"Huon Valley",2019,17818
"Huon Valley",2020,18289
"Huon Valley",2021,18797
"Huon Valley",2022,19215
"Huon Valley",2023,19454
"Strathbogie",2013,9867
"Strathbogie",2014,10018
"Strathbogie",2015,10175
"Strathbogie",2016,10357
"Strathbogie",2017,10532
"Strathbogie",2018,10734
"Strathbogie",2019,10907
"Strathbogie",2020,11158
"Strathbogie",2021,11368
"Strathbogie",2022,11515
"Strathbogie",2023,11578
"Broome",2013,17185
"Broome",2014,17100
"Broome",2015,17060
"Broome",2016,16959
"Broome",2017,17216
"Broome",2018,17432
"Broome",2019,17652
"Broome",2020,17976
"Broome",2021,18204
"Broome",2022,18368
"Broome",2023,18611
"Mosman",2013,29641
"Mosman",2014,29846
"Mosman",2015,30045
"Mosman",2016,30260
"Mosman",2017,30299
"Mosman",2018,30269
"Mosman",2019,30020
"Mosman",2020,29543
"Mosman",2021,28466
"Mosman",2022,28132
"Mosman",2023,29071
"Snowy Monaro Regional",2013,20433
"Snowy Monaro Regional",2014,20454
"Snowy Monaro Regional",2015,20473
"Snowy Monaro Regional",2016,20558
"Snowy Monaro Regional",2017,20792
"Snowy Monaro Regional",2018,20972
"Snowy Monaro Regional",2019,21192
"Snowy Monaro Regional",2020,21437
"Snowy Monaro Regional",2021,21667
"Snowy Monaro Regional",2022,21823
"Snowy Monaro Regional",2023,22132
"Fraser Coast",2013,100290
"Fraser Coast",2014,101332
"Fraser Coast",2015,102129
"Fraser Coast",2016,102962
"Fraser Coast",2017,104509
"Fraser Coast",2018,106379
"Fraser Coast",2019,108146
"Fraser Coast",2020,109938
"Fraser Coast",2021,112070
"Fraser Coast",2022,115069
"Fraser Coast",2023,117940
"Dandaragan",2013,3308
"Dandaragan",2014,3330
"Dandaragan",2015,3298
"Dandaragan",2016,3262
"Dandaragan",2017,3302
"Dandaragan",2018,3294
"Dandaragan",2019,3327
"Dandaragan",2020,3395
"Dandaragan",2021,3473
"Dandaragan",2022,3577
"Dandaragan",2023,3748
"Wagin",2013,1925
"Wagin",2014,1921
"Wagin",2015,1915
"Wagin",2016,1884
"Wagin",2017,1855
"Wagin",2018,1828
"Wagin",2019,1790
"Wagin",2020,1781
"Wagin",2021,1802
"Wagin",2022,1809
"Wagin",2023,1816
"Byron",2013,31756
"Byron",2014,32263
"Byron",2015,32803
"Byron",2016,33399
"Byron",2017,33944
"Byron",2018,34512
"Byron",2019,35054
"Byron",2020,35715
"Byron",2021,36106
"Byron",2022,36514
"Byron",2023,37126
"Christmas Island",2013,2041
"Christmas Island",2014,1979
"Christmas Island",2015,1929
"Christmas Island",2016,1903
"Christmas Island",2017,1876
"Christmas Island",2018,1848
"Christmas Island",2019,1803
"Christmas Island",2020,1758
"Christmas Island",2021,1717
"Christmas Island",2022,1786
"Christmas Island",2023,1823
"Northern Midlands",2013,12765
"Northern Midlands",2014,12819
"Northern Midlands",2015,12873
"Northern Midlands",2016,12972
"Northern Midlands",2017,13132
"Northern Midlands",2018,13362
"Northern Midlands",2019,13492
"Northern Midlands",2020,13661
"Northern Midlands",2021,14022
"Northern Midlands",2022,14137
"Northern Midlands",2023,14279
"Tatiara",2013,6789
"Tatiara",2014,6811
"Tatiara",2015,6821
"Tatiara",2016,6817
"Tatiara",2017,6832
"Tatiara",2018,6894
"Tatiara",2019,6966
"Tatiara",2020,7016
"Tatiara",2021,7070
"Tatiara",2022,7037
"Tatiara",2023,7066
"Sandstone",2013,112
"Sandstone",2014,106
"Sandstone",2015,100
"Sandstone",2016,93
"Sandstone",2017,93
"Sandstone",2018,97
"Sandstone",2019,102
"Sandstone",2020,109
"Sandstone",2021,117
"Sandstone",2022,119
"Sandstone",2023,116
"Wentworth",2013,6848
"Wentworth",2014,6877
"Wentworth",2015,6890
"Wentworth",2016,6932
"Wentworth",2017,7052
"Wentworth",2018,7185
"Wentworth",2019,7284
"Wentworth",2020,7389
"Wentworth",2021,7490
"Wentworth",2022,7596
"Wentworth",2023,7688
"Central Desert",2013,4363
"Central Desert",2014,4316
"Central Desert",2015,4259
"Central Desert",2016,4165
"Central Desert",2017,4151
"Central Desert",2018,4138
"Central Desert",2019,4147
"Central Desert",2020,4129
"Central Desert",2021,4118
"Central Desert",2022,4105
"Central Desert",2023,4126
"Coonamble",2013,4168
"Coonamble",2014,4134
"Coonamble",2015,4091
"Coonamble",2016,4051
"Coonamble",2017,4023
"Coonamble",2018,3976
"Coonamble",2019,3923
"Coonamble",2020,3871
"Coonamble",2021,3833
"Coonamble",2022,3825
"Coonamble",2023,3861
"Torres Strait Island",2013,4614
"Torres Strait Island",2014,4690
"Torres Strait Island",2015,4731
"Torres Strait Island",2016,4775
"Torres Strait Island",2017,4688
"Torres Strait Island",2018,4551
"Torres Strait Island",2019,4434
"Torres Strait Island",2020,4355
"Torres Strait Island",2021,4294
"Torres Strait Island",2022,4285
"Torres Strait Island",2023,4286
"Federation",2013,12508
"Federation",2014,12499
"Federation",2015,12470
"Federation",2016,12445
"Federation",2017,12509
"Federation",2018,12559
"Federation",2019,12627
"Federation",2020,12726
"Federation",2021,12822
"Federation",2022,12852
"Federation",2023,12939
"Kowanyama",2013,1042
"Kowanyama",2014,1014
"Kowanyama",2015,996
"Kowanyama",2016,983
"Kowanyama",2017,990
"Kowanyama",2018,1014
"Kowanyama",2019,1045
"Kowanyama",2020,1076
"Kowanyama",2021,1107
"Kowanyama",2022,1136
"Kowanyama",2023,1147
"Harvey",2013,25657
"Harvey",2014,26186
"Harvey",2015,26656
"Harvey",2016,26890
"Harvey",2017,27358
"Harvey",2018,28086
"Harvey",2019,28540
"Harvey",2020,29076
"Harvey",2021,29625
"Harvey",2022,30165
"Harvey",2023,30790
"Melville",2013,104319
"Melville",2014,104073
"Melville",2015,103522
"Melville",2016,102342
"Melville",2017,102569
"Melville",2018,103153
"Melville",2019,104340
"Melville",2020,106124
"Melville",2021,106823
"Melville",2022,107433
"Melville",2023,110426
"Warren",2013,2836
"Warren",2014,2809
"Warren",2015,2783
"Warren",2016,2797
"Warren",2017,2742
"Warren",2018,2714
"Warren",2019,2662
"Warren",2020,2634
"Warren",2021,2584
"Warren",2022,2578
"Warren",2023,2583
"Balonne",2013,4776
"Balonne",2014,4726
"Balonne",2015,4610
"Balonne",2016,4461
"Balonne",2017,4394
"Balonne",2018,4372
"Balonne",2019,4389
"Balonne",2020,4392
"Balonne",2021,4378
"Balonne",2022,4352
"Balonne",2023,4345
"Franklin Harbour",2013,1295
"Franklin Harbour",2014,1307
"Franklin Harbour",2015,1331
"Franklin Harbour",2016,1334
"Franklin Harbour",2017,1324
"Franklin Harbour",2018,1311
"Franklin Harbour",2019,1302
"Franklin Harbour",2020,1305
"Franklin Harbour",2021,1322
"Franklin Harbour",2022,1327
"Franklin Harbour",2023,1332
"Armadale",2013,72662
"Armadale",2014,75559
"Armadale",2015,78848
"Armadale",2016,82021
"Armadale",2017,84875
"Armadale",2018,88068
"Armadale",2019,91543
"Armadale",2020,94970
"Armadale",2021,97644
"Armadale",2022,100849
"Armadale",2023,105094
"Murweh",2013,4685
"Murweh",2014,4639
"Murweh",2015,4527
"Murweh",2016,4386
"Murweh",2017,4279
"Murweh",2018,4263
"Murweh",2019,4211
"Murweh",2020,4106
"Murweh",2021,4009
"Murweh",2022,3960
"Murweh",2023,3966
"Pingelly",2013,1205
"Pingelly",2014,1187
"Pingelly",2015,1202
"Pingelly",2016,1183
"Pingelly",2017,1154
"Pingelly",2018,1121
"Pingelly",2019,1100
"Pingelly",2020,1086
"Pingelly",2021,1072
"Pingelly",2022,1068
"Pingelly",2023,1084
"Karoonda East Murray",2013,1088
"Karoonda East Murray",2014,1103
"Karoonda East Murray",2015,1118
"Karoonda East Murray",2016,1121
"Karoonda East Murray",2017,1098
"Karoonda East Murray",2018,1083
"Karoonda East Murray",2019,1068
"Karoonda East Murray",2020,1056
"Karoonda East Murray",2021,1024
"Karoonda East Murray",2022,1027
"Karoonda East Murray",2023,1016
"Hobsons Bay",2013,89188
"Hobsons Bay",2014,90417
"Hobsons Bay",2015,91674
"Hobsons Bay",2016,93445
"Hobsons Bay",2017,94543
"Hobsons Bay",2018,95150
"Hobsons Bay",2019,95818
"Hobsons Bay",2020,95193
"Hobsons Bay",2021,92267
"Hobsons Bay",2022,91864
"Hobsons Bay",2023,93738
"Roper Gulf",2013,7207
"Roper Gulf",2014,7272
"Roper Gulf",2015,7335
"Roper Gulf",2016,7329
"Roper Gulf",2017,7297
"Roper Gulf",2018,7311
"Roper Gulf",2019,7357
"Roper Gulf",2020,7391
"Roper Gulf",2021,7435
"Roper Gulf",2022,7475
"Roper Gulf",2023,7491
"Horsham",2013,19694
"Horsham",2014,19748
"Horsham",2015,19792
"Horsham",2016,19884
"Horsham",2017,19977
"Horsham",2018,20064
"Horsham",2019,20200
"Horsham",2020,20385
"Horsham",2021,20376
"Horsham",2022,20348
"Horsham",2023,20315
"Wickepin",2013,764
"Wickepin",2014,744
"Wickepin",2015,737
"Wickepin",2016,740
"Wickepin",2017,732
"Wickepin",2018,725
"Wickepin",2019,714
"Wickepin",2020,719
"Wickepin",2021,712
"Wickepin",2022,706
"Wickepin",2023,701
"Waverley",2013,70052
"Waverley",2014,70742
"Waverley",2015,71336
"Waverley",2016,72013
"Waverley",2017,72507
"Waverley",2018,72609
"Waverley",2019,72485
"Waverley",2020,71880
"Waverley",2021,69397
"Waverley",2022,69357
"Waverley",2023,71414
"Murray River",2013,11515
"Murray River",2014,11642
"Murray River",2015,11755
"Murray River",2016,11872
